combineId,playerId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
10036,19870017,1987,DE,77,250,9.25,Jason,Buck,Jason Buck,DE,84602,2499899,BYU,77,264,7/27/1963,23.76986301,http://www.nfl.com/player/JasonBuck/2499899/profile,Moses Lake,WA,USA,,,,,32.75,,,19,,,,,
10037,19870324,1987,RB,72,220,9.5,Tony,Burse,Tony Burse,RB,37130,2510768,Middle Tennessee State,72,220,4/4/1965,22.07945205,http://www.nfl.com/player/TonyBurse/2510768/profile,Lafayette,GA,USA,,,,,30.5,4.71,27.5,20,4.88,104,,12.37,
10038,19870064,1987,QB,75,191,9.25,Cody,Carlson,Cody Carlson,QB,76706,2499989,Baylor,75,202,11/5/1963,23.49315068,http://www.nfl.com/player/CodyCarlson/2499989/profile,Dallas,TX,USA,,,,,31,4.82,29.5,,4.45,111,,,
10039,19870057,1987,WR,71.8,182,9.25,Mark,Carrier,Mark Carrier,WR,70301,2499998,Nicholls State (LA),72,186,10/28/1965,21.51232877,http://www.nfl.com/player/MarkCarrier/2499998/profile,Lafayette,LA,USA,Church Point HS,,LA,USA,30.75,4.46,30,9,4.51,114,,12,
10040,19870159,1987,OLB,73,235,9.5,Toby,Caston,Toby Caston,LB,70803,2500031,Louisiana State,73,235,7/17/1965,21.79452055,http://www.nfl.com/player/TobyCaston/2500031/profile,Monroe,LA,USA,,,,,31.75,4.82,32.5,10,4.55,117,,12.18,
10041,19870277,1987,DT,75.4,275,9.25,Dick,Chapura,Dick Chapura,DT,65211,2511365,Missouri,75,277,6/15/1964,22.88219178,http://www.nfl.com/player/DickChapura/2511365/profile,Sarasota,FL,USA,,,,,32.5,,,,,,,,
10042,19870263,1987,WR,69.3,170,9.5,Robert,Clark,Robert Clark,WR,27707,2500090,North Carolina Central,71,175,8/6/1965,21.73972603,http://www.nfl.com/player/RobertClark/2500090/profile,Brooklyn,NY,USA,,,,,29.75,4.58,28.5,4,4.58,114,,11.63,
10043,19870015,1987,OT,77.4,320,9.75,John,Clay,John Clay,OT,65211,2495460,Missouri,77,300,5/1/1964,23.00547945,http://www.nfl.com/player/JohnClay/2495460/profile,St. Louis,MO,USA,,,,,33.25,5.51,25,16,4.77,85,,,
10044,19870218,1987,TE,64.9,163,8.25,Michael,Clemons,Michael Clemons,RB,23185,2511621,William & Mary,65,166,1/15/1965,22.29589041,http://www.nfl.com/player/MichaelClemons/2511621/profile,Clearwater,FL,USA,,,,,28.25,4.67,29,9,4.42,108,,11.62,
10045,19870233,1987,WR,73,193,9.75,Joey,Clinkscales,Joey Clinkscales,WR,37998,2511640,Tennessee,72,199,5/21/1964,22.95068493,http://www.nfl.com/player/JoeyClinkscales/2511640/profile,Asheville,NC,USA,,,,,31.75,4.61,32.5,,4.43,103,,11.78,
10046,19870132,1987,OT,75.4,285,9.75,Chris,Conlin,Chris Conlin,OG,16802,2500171,Penn State,76,290,6/7/1965,21.90410959,http://www.nfl.com/player/ChrisConlin/2500171/profile,Philadelphia,PA,USA,,,,,32.25,5.33,23,21,4.59,92,,,
10047,19870207,1987,CB,70.3,185,8.5,Toi,Cook,Toi Cook,DB,94305,2500184,Stanford,71,188,12/3/1964,22.41369863,http://www.nfl.com/player/ToiCook/2500184/profile,Chicago,IL,USA,,,,,29.5,4.58,29,,4.3,114,,11.46,
10048,19870061,1987,OT,76.8,281,10.5,Dave,Croston,Dave Croston,OT,52242,2512246,Iowa,77,280,11/10/1963,23.47945205,http://www.nfl.com/player/DaveCroston/2512246/profile,Sioux City,IA,USA,,,,,33.75,5.48,24.5,14,4.76,92,,,
10049,19870030,1987,CB,73.1,189,8.25,Brian,Davis,Brian Davis,DB,68588,2500306,Nebraska,74,190,8/31/1963,23.6739726,http://www.nfl.com/player/BrianDavis/2500306/profile,Phoenix,AZ,USA,,,,,30.5,4.45,35.5,8,4.17,119,,11.68,
10050,19870246,1987,K,71,197,9,Greg,Davis,Greg Davis,K,29409,2500311,Citadel,72,215,10/29/1965,21.50958904,http://www.nfl.com/player/GregDavis/2500311/profile,Atlanta,GA,USA,,,,,29.25,5.07,22,14,4.68,104,,,
10051,19870287,1987,OG,75.9,301,9,John,Davis,John Davis,OG,30332,2500316,Georgia Tech,76,310,8/22/1965,21.69589041,http://www.nfl.com/player/JohnDavis/2500316/profile,Ellijay,GA,USA,,,,,31.25,5.53,21,21,,,,,
10052,19870212,1987,OT,78.3,292,10.25,Mark,Dennis,Mark Dennis,OT,61801,2500368,Illinois,78,288,4/15/1965,22.04931507,http://www.nfl.com/player/MarkDennis/2500368/profile,Junction City,KS,USA,,,,,34,5.29,26,18,4.71,97,,,
10053,19870806,1987,K,72.8,194,9.75,John,Diettrich,John Diettrich,K,47306,2512926,Ball State (IN),73,194,5/9/1963,23.98630137,http://www.nfl.com/player/JohnDiettrich/2512926/profile,Fort Wayne,IN,USA,,,,,30.25,,,1,,,,,
10054,19870085,1987,OG,75.6,292,9.5,Randy,Dixon,Randy Dixon,OG,15260,2500416,Pittsburgh,75,305,3/12/1965,22.14246575,http://www.nfl.com/player/RandyDixon/2500416/profile,Clewiston,FL,USA,,,,,33.25,5.28,25,24,5.17,90,,,
10055,19870807,1987,WR,71,188,9.5,Karl,Dorrell,Karl Dorrell,WR,90095,,UCLA,71,188,,,,,,,,,,,31.25,4.67,30.5,8,4.44,112,,11.77,
10056,19870014,1987,RB,72.3,204,10.25,D.J.,Dozier,D.J. Dozier,RB,16802,2500455,Penn State,72,210,9/21/1965,21.61369863,http://www.nfl.com/player/D.J.Dozier/2500455/profile,Norfolk,VA,USA,,,,,31.25,,34,,,122,,,
10057,19870808,1987,RB,71,191,8.75,Doug,Dubose,Doug Dubose,RB,68588,2513229,Nebraska,71,191,3/14/1964,23.1369863,http://www.nfl.com/player/DougDubose/2513229/profile,New London,CT,USA,,,,,29.5,,,11,,,,,
10058,19870809,1987,OLB,74.1,210,9.75,David,Dudley,David Dudley,OLB,72701,,Arkansas,74,210,,,,,,,,,,,33,4.65,27.5,15,4.38,111,,11.69,
10059,19870258,1987,WR,70.3,180,9.5,Curtis,Duncan,Curtis Duncan,WR,60208,2500485,Northwestern,71,184,1/26/1965,22.26575342,http://www.nfl.com/player/CurtisDuncan/2500485/profile,Detroit,MI,USA,,,,,31.5,4.44,31,12,4.56,117,,11.86,
10060,19870097,1987,OT,77.8,262,9,Ralph,Van Dyke,Ralph Van Dyke,OT,62901,2527859,Southern Illinois,78,273,1/19/1964,23.28767123,http://www.nfl.com/player/RalphVanDyke/2527859/profile,Chicago Heights,IL,USA,,,,,32.75,5.28,24.5,21,4.94,99,,,
10061,19870238,1987,TE,76.3,243,9.25,Scott,Eccles,Scott Eccles,TE,88130,2513438,Eastern New Mexico,77,240,6/28/1963,23.84931507,http://www.nfl.com/player/ScottEccles/2513438/profile,New Orleans,LA,USA,,,,,31.75,4.57,31,19,4.2,116,,11.65,
10062,19870075,1987,OLB,73.8,216,9,Onzy,Elam,Onzy Elam,LB,37209,2513533,Tennessee State,74,225,12/1/1964,22.41917808,http://www.nfl.com/player/OnzyElam/2513533/profile,Miami,FL,USA,,,,,30.75,4.71,29.5,19,4.35,110,,11.88,
10063,19870810,1987,SS,70.4,190,9.25,Tony,Elliott,Tony Elliott,S,48858,2513562,Central Michigan,70,190,1/10/1964,23.31232877,http://www.nfl.com/player/TonyElliott/2513562/profile,Detroit,MI,USA,,,,,30.5,4.84,27,8,4.21,103,,11.73,
10064,19870811,1987,RB,68.6,193,9.25,Larry,Emory,Larry Emory,RB,53706,,Wisconsin,69,193,,,,,,,,,,,30,4.6,30,13,4.02,116,,11.47,
10065,19870093,1987,ILB,74,220,9.5,Byron,Evans,Byron Evans,LB,85721,2500565,Arizona,74,235,2/23/1964,23.19178082,http://www.nfl.com/player/ByronEvans/2500565/profile,Pheonix,AZ,USA,,,,,32.75,4.79,29.5,17,4.48,117,,11.94,
10066,19870047,1987,DT,73.8,262,8.5,Donald,Evans,Donald Evans,DE,27110,2500567,Winston-Salem State (NC),74,282,3/14/1964,23.1369863,http://www.nfl.com/player/DonaldEvans/2500567/profile,Raleigh,NC,USA,,,,,32,4.62,31,29,4.52,115,,,
10067,19870094,1987,FS,68,177,9.5,Thomas,Everett,Thomas Everett,DB,76706,2500578,Baylor,69,185,11/21/1964,22.44657534,http://www.nfl.com/player/ThomasEverett/2500578/profile,Daingerfield,TX,USA,,,,,30,4.56,,11,,,,,
10068,19870279,1987,ILB,74.8,240,9.75,Chuck,Faucette,Chuck Faucette,LB,20740,2513866,Maryland,75,242,10/7/1963,23.57260274,http://www.nfl.com/player/ChuckFaucette/2513866/profile,Levittown,PA,USA,,,,,30.5,4.91,30,,4.46,113,,11.91,
10069,19870211,1987,FB,74.3,246,9.75,Rick,Fenney,Rick Fenney,RB,98195,2500612,Washington,73,242,12/7/1964,22.40273973,http://www.nfl.com/player/RickFenney/2500612/profile,Everett,WA,USA,,,,,31.5,4.79,29.5,28,4.46,101,,11.91,
10070,19870025,1987,RB,71.6,199,9.75,Terrence,Flagler,Terrence Flagler,RB,29631,2514106,Clemson,72,200,9/24/1964,22.60547945,http://www.nfl.com/player/TerrenceFlagler/2514106/profile,New York,NY,USA,,,,,30,4.52,30.5,15,4.41,113,,12.2,
10071,19870031,1987,RB,71.9,211,9.5,Kenny,Flowers,Kenny Flowers,RB,29631,2514166,Clemson,72,210,3/14/1964,23.1369863,http://www.nfl.com/player/KennyFlowers/2514166/profile,Daytona Beach,FL,USA,,,,,31.25,4.44,31,14,4.4,119,,11.86,
10072,19870039,1987,CB,69.4,188,8.5,Ron,Francis,Ron Francis,DB,76706,2514334,Baylor,69,201,4/7/1964,23.07123288,http://www.nfl.com/player/RonFrancis/2514334/profile,La Marque,TX,USA,,,,,30,4.49,34,8,4.06,115,,11.28,
10073,19870058,1987,OT,78.5,291,10.5,Chris,Gambol,Chris Gambol,OT,52242,2514590,Iowa,78,303,9/14/1964,22.63287671,http://www.nfl.com/player/ChrisGambol/2514590/profile,Pittsburgh,PA,USA,,,,,33.5,5.2,27,21,4.69,110,,,
10074,19870098,1987,QB,74.3,193,9.5,Rich,Gannon,Rich Gannon,QB,19716,2500754,Delaware,75,210,12/20/1965,21.36712329,http://www.nfl.com/player/RichGannon/2500754/profile,Philadelphia,PA,USA,Saint Joseph's Preparatory School,,PA,USA,30,4.58,32.5,7,4.11,110,,,
10075,19870146,1987,DT,76.9,272,10.75,Mark,Garalczyk,Mark Garalczyk,DT,49008,2500756,Western Michigan,77,272,8/12/1964,22.72328767,http://www.nfl.com/player/MarkGaralczyk/2500756/profile,Roseville,MI,USA,,,,,31.75,5.01,28,14,4.56,106,,,
10076,19870124,1987,WR,74.1,204,10.5,Everett,Gay,Everett Gay,WR,78712,2514723,Texas,74,209,10/23/1964,22.5260274,http://www.nfl.com/player/EverettGay/2514723/profile,Houston,TX,USA,,,,,32.5,4.6,37.5,2,4.38,123,,11.57,
10077,19870265,1987,OT,76.5,274,9.75,John,Gesek,John Gesek,OG,95819,2500797,Sacramento State (CA),77,282,2/18/1963,24.20547945,http://www.nfl.com/player/JohnGesek/2500797/profile,San Francisco,CA,USA,,,,,32,5.21,25.5,23,4.87,107,,,
10078,19870812,1987,SS,71.8,197,8,Charles,Glaze,Charles Glaze,S,29117,2514949,South Carolina State,72,197,9/12/1965,21.63835616,http://www.nfl.com/player/CharlesGlaze/2514949/profile,Lincolnton,GA,USA,,,,,30.75,4.5,29.5,,4.5,115,,11.8,
10079,19870206,1987,OG,79,310,9.75,Kevin,Gogan,Kevin Gogan,OG,98195,2500829,Washington,79,325,11/2/1964,22.49863014,http://www.nfl.com/player/KevinGogan/2500829/profile,Pacifica,CA,USA,Sacred Heart Preparatory,,CA,USA,32.75,5.46,20.5,,4.88,88,,,
10080,19870253,1987,CB,71.6,192,9.75,Chris,Goode,Chris Goode,DB,35487,2500838,Alabama,72,192,9/17/1963,23.62739726,http://www.nfl.com/player/ChrisGoode/2500838/profile,Town Creek,AL,USA,,,,,31.75,4.6,33,2,4.25,116,,11.38,
10081,19870042,1987,OLB,76.8,239,9.75,Alex,Gordon,Alex Gordon,LB,45221,2500842,Cincinnati,77,246,9/14/1964,22.63287671,http://www.nfl.com/player/AlexGordon/2500842/profile,Jacksonville,FL,USA,,,,,34,4.85,29,13,4.62,115,,12.81,
10082,19870157,1987,FS,70.5,195,9,Sonny,Gordon,Sonny Gordon,DB,43210,2515086,Ohio State,71,192,7/30/1965,21.75890411,http://www.nfl.com/player/SonnyGordon/2515086/profile,Lynn,MA,USA,,,,,31.25,4.6,30.5,19,,106,,,
10083,19870043,1987,OLB,77,240,9.5,Rick,Graf,Rick Graf,LB,53706,2500853,Wisconsin,77,244,8/29/1964,22.67671233,http://www.nfl.com/player/RickGraf/2500853/profile,Iowa City,IA,USA,,,,,32,4.66,34,18,4.02,122,,11.56,
10084,19870084,1987,ILB,73.5,240,9.5,Don,Graham,Don Graham,LB,16802,2515152,Penn State,74,244,1/31/1964,23.25479452,http://www.nfl.com/player/DonGraham/2515152/profile,Pittsburgh,PA,USA,,,,,31,4.85,29,18,4.21,105,,11.77,
10085,19870310,1987,FB,72.3,206,9.25,Marcus,Greenwood,Marcus Greenwood,RB,90095,2515329,UCLA,72,206,3/7/1963,24.15890411,http://www.nfl.com/player/MarcusGreenwood/2515329/profile,,,,,,,,30.75,4.65,32,13,4.12,112,,11.74,
10086,19870813,1987,CB,73.1,200,8.75,Wayne,Haddix,Wayne Haddix,DB,24502,2515549,Liberty (VA),73,200,7/23/1965,21.77808219,http://www.nfl.com/player/WayneHaddix/2515549/profile,Bolivar,TN,USA,,,,,32.75,4.67,37,8,4.35,122,,11.36,
10087,19870038,1987,CB,72,202,9.25,Delton,Hall,Delton Hall,DB,29631,2500969,Clemson,73,195,1/16/1965,22.29315068,http://www.nfl.com/player/DeltonHall/2500969/profile,Greensboro,NC,USA,,,,,30,4.48,30.5,3,4.61,112,,12.4,
10088,19870087,1987,TE,76.1,239,10,Ron,Hall,Ron Hall,TE,96813,2500975,Hawaii,76,245,3/15/1964,23.13424658,http://www.nfl.com/player/RonHall/2500975/profile,Fort Huachuca,AZ,USA,,,,,32,4.71,28.5,20,4.14,111,,11.41,
10089,19870814,1987,QB,76.3,217,10.25,Shawn,Halloran,Shawn Halloran,QB,2459,2515667,Boston,76,217,4/23/1964,23.02739726,http://www.nfl.com/player/ShawnHalloran/2515667/profile,Gardner,MA,USA,,,,,31.25,5.14,23.5,10,4.53,94,,,
10090,19870240,1987,RB,70.3,196,9.25,Tracy,Ham,Tracy Ham,RB,30458,2515679,Georgia Southern,70,196,1/5/1964,23.3260274,http://www.nfl.com/player/TracyHam/2515679/profile,,,,,,,,30,4.74,28,6,4.28,110,,11.8,
10091,19870815,1987,OT,76.8,258,8.75,James,Hansen,James Hansen,OT,84112,,Utah,77,258,,,,,,,,,,,31.75,5.09,24,21,4.43,108,,,
10092,19870026,1987,QB,74.3,203,9.75,Jim,Harbaugh,Jim Harbaugh,QB,48109,2501019,Michigan,75,215,12/23/1963,23.36164384,http://www.nfl.com/player/JimHarbaugh/2501019/profile,Toledo,OH,USA,Palo Alto HS,,CA,USA,31.25,,,,,,,,
10093,19870193,1987,OT,77.9,270,9.5,Archie,Harris,Archie Harris,OT,23185,2515904,William & Mary,78,270,11/17/1964,22.45753425,http://www.nfl.com/player/ArchieHarris/2515904/profile,Richmond,VA,USA,,,,,32.25,5.08,,31,,,,,
10094,19870195,1987,TE,76.3,244,10,William,Harris,William Harris,TE,75671,2515996,Bishop (TX),76,239,2/10/1965,22.22465753,http://www.nfl.com/player/WilliamHarris/2515996/profile,Houston,TX,USA,,,,,33,4.71,28,10,4.43,107,,12.6,
10095,19870249,1987,RB,70.8,219,9.5,Lakei,Heimuli,Lakei Heimuli,RB,84602,2516260,BYU,71,219,6/24/1965,21.85753425,http://www.nfl.com/player/LakeiHeimuli/2516260/profile,,,Tonga,,,,,30,4.81,29.5,20,4.75,101,,12.63,
10096,19870152,1987,WR,69.3,174,8.25,Thomas,Henley,Thomas Henley,WR,94305,2516332,Stanford,71,185,7/28/1965,21.76438356,http://www.nfl.com/player/ThomasHenley/2516332/profile,Hillsboro,TX,USA,,,,,29.75,4.53,31,,4.22,108,,11.57,
10097,19870074,1987,CB,69.4,192,9,Cliff,Hicks,Cliff Hicks,DB,97403,2501147,Oregon,70,188,8/18/1964,22.70684932,http://www.nfl.com/player/CliffHicks/2501147/profile,San Diego,CA,USA,,,,,29.5,4.5,31.5,8,4.34,116,,11.33,
10098,19870003,1987,FB,72.9,236,9.5,Alonzo,Highsmith,Alonzo Highsmith,RB,33124,2501154,Miami (FL),73,234,2/26/1965,22.18082192,http://www.nfl.com/player/AlonzoHighsmith/2501154/profile,Bartow,FL,USA,,,,,33,,34,27,,118,,,
10099,19870106,1987,WR,71.8,173,,Bruce,Hill,Bruce Hill,WR,85287,2501159,Arizona State,72,175,2/29/1964,23.17534247,http://www.nfl.com/player/BruceHill/2501159/profile,Fort Dix,NJ,USA,,,,,,4.49,30.5,,4.03,116,,11.36,
10100,19870040,1987,WR,70.6,190,8.75,Lonzell,Hill,Lonzell Hill,WR,98195,2516534,Washington,71,189,9/25/1965,21.60273973,http://www.nfl.com/player/LonzellHill/2516534/profile,Stockton,CA,USA,,,,,30.75,4.57,31,,4.11,113,,11.32,
10101,19870261,1987,FB,72.6,210,8.5,Merril,Hoge,Merril Hoge,FB,83209,2501196,Idaho State,74,230,1/26/1965,22.26575342,http://www.nfl.com/player/MerrilHoge/2501196/profile,Pocatello,ID,USA,,,,,30,4.89,28.5,15,4.09,100,,11.33,
